"LOCATION","Country","VARIABLE","Variable","EDITION","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,61.3549746670852,,
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,51.4173847579014,,
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,42.6743104981203,,
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,44.8918594419221,,
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,46.0082145140098,,
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,54.1247098210419,,
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,55.3777812206007,,
"GRC","Greece","GFAR","General government gross financial assets as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,53.3668152309656,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","EUR","Euro","0","Units",,,0.7089757281035,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","EUR","Euro","0","Units",,,0.6932913978875,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","EUR","Euro","0","Units",,,0.719064023413,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","EUR","Euro","0","Units",,,0.70795133946475,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","EUR","Euro","0","Units",,,0.70375461170425,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","EUR","Euro","0","Units",,,0.72149416776875,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","EUR","Euro","0","Units",,,0.713163091334,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","EUR","Euro","0","Units",,,0.684662780886,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","EUR","Euro","0","Units",,,0.631286071737,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","EUR","Euro","0","Units",,,0.61113457635675,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","EUR","Euro","0","Units",,,0.6089069173165,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","EUR","Euro","0","Units",,,0.58863901010975,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","EUR","Euro","0","Units",,,0.576064130311,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","EUR","Euro","0","Units",,,0.566972007942,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","EUR","Euro","0","Units",,,0.56141120519025,,
"GRC","Greece","PPP","Purchasing power parity, national currency per USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","EUR","Euro","0","Units",,,0.556075227989,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","USD","US Dollar","0","Units","2015","2015",61412738330.7736,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","USD","US Dollar","0","Units","2015","2015",67446084232.5336,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","USD","US Dollar","0","Units","2015","2015",76542223786.8152,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","USD","US Dollar","0","Units","2015","2015",78215247791.4783,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","USD","US Dollar","0","Units","2015","2015",62879450953.2348,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","USD","US Dollar","0","Units","2015","2015",62873182113.1309,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","USD","US Dollar","0","Units","2015","2015",59510088903.3688,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","USD","US Dollar","0","Units","2015","2015",56890054117.2679,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","USD","US Dollar","0","Units","2015","2015",56603620782.7387,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","USD","US Dollar","0","Units","2015","2015",60969314181.4819,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","USD","US Dollar","0","Units","2015","2015",62024815181.3179,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","USD","US Dollar","0","Units","2015","2015",61538660872.9027,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","USD","US Dollar","0","Units","2015","2015",65797930048.1155,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","USD","US Dollar","0","Units","2015","2015",70008191377.3413,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","USD","US Dollar","0","Units","2015","2015",72718240871.561,,
"GRC","Greece","TGSVD","Goods and services trade, volume in USD","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","USD","US Dollar","0","Units","2015","2015",65659472420.076,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","RATIO","Ratio","0","Units",,,117.35439713354,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","RATIO","Ratio","0","Units",,,116.472017097093,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","RATIO","Ratio","0","Units",,,114.343521508449,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","RATIO","Ratio","0","Units",,,118.627061238793,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","RATIO","Ratio","0","Units",,,135.780195020338,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","RATIO","Ratio","0","Units",,,129.680124088954,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","RATIO","Ratio","0","Units",,,112.393390487995,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","RATIO","Ratio","0","Units",,,167.48319464195,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","RATIO","Ratio","0","Units",,,185.11040146844,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","RATIO","Ratio","0","Units",,,185.948789996446,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","RATIO","Ratio","0","Units",,,185.941992029715,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","RATIO","Ratio","0","Units",,,189.371056032737,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","RATIO","Ratio","0","Units",,,191.65248011293,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","RATIO","Ratio","0","Units",,,195.755374807269,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","RATIO","Ratio","0","Units",,,200.589333411228,,
"GRC","Greece","GGFLQ","General government gross financial liabilities as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","RATIO","Ratio","0","Units",,,220.942160339697,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","USD","US Dollar","0","Units","2015","2015",69952976775.2099,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","USD","US Dollar","0","Units","2015","2015",79263590956.6342,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","USD","US Dollar","0","Units","2015","2015",91548962701.9929,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","USD","US Dollar","0","Units","2015","2015",92758013308.9719,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","USD","US Dollar","0","Units","2015","2015",73878128240.2291,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","USD","US Dollar","0","Units","2015","2015",71343641780.9263,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","USD","US Dollar","0","Units","2015","2015",64602645350.8681,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","USD","US Dollar","0","Units","2015","2015",58724111868.66,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","USD","US Dollar","0","Units","2015","2015",57319271078.4268,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","USD","US Dollar","0","Units","2015","2015",61719927663.2171,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","USD","US Dollar","0","Units","2015","2015",61969442015.3286,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","USD","US Dollar","0","Units","2015","2015",62126505598.852,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","USD","US Dollar","0","Units","2015","2015",66524594106.7371,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","USD","US Dollar","0","Units","2015","2015",69288563918.2906,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","USD","US Dollar","0","Units","2015","2015",71218367128.7623,,
"GRC","Greece","MGSVD","Imports of goods and services, volume in USD (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","USD","US Dollar","0","Units","2015","2015",65349276617.7213,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","EUR","Euro","0","Units","2010","2010",44536700000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","EUR","Euro","0","Units","2010","2010",53172100000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","EUR","Euro","0","Units","2010","2010",61619700000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","EUR","Euro","0","Units","2010","2010",57187100000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","EUR","Euro","0","Units","2010","2010",49220100000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","EUR","Euro","0","Units","2010","2010",39698000000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","EUR","Euro","0","Units","2010","2010",31561300000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","EUR","Euro","0","Units","2010","2010",24157700000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","EUR","Euro","0","Units","2010","2010",22121600000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","EUR","Euro","0","Units","2010","2010",21087200000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","EUR","Euro","0","Units","2010","2010",21229500000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","EUR","Euro","0","Units","2010","2010",22237700000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","EUR","Euro","0","Units","2010","2010",24256300000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","EUR","Euro","0","Units","2010","2010",21291400000,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","EUR","Euro","0","Units","2010","2010",22246001772.9858,,
"GRC","Greece","ITV","Gross fixed capital formation, total, volume","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","EUR","Euro","0","Units","2010","2010",19068441102.7534,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,-6.18794302213938,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,-5.94597671182072,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,-6.70707442287014,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,-10.1760235116765,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,-15.147713466103,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,-11.1971168607548,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,-10.2787581830363,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,-8.865404942054,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,-13.1549594999953,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.55710539498982,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,-5.61440247683608,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.483319253047946,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.715801342377211,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.993429828664483,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.46371862473844,,
"GRC","Greece","NLGQ","General government net lending as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,-7.72009772104362,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","EUR","Euro","0","Units","2010","2010",68098600000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","EUR","Euro","0","Units","2010","2010",77162400000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","EUR","Euro","0","Units","2010","2010",89122100000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","EUR","Euro","0","Units","2010","2010",90299100000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","EUR","Euro","0","Units","2010","2010",71919700000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","EUR","Euro","0","Units","2010","2010",69452400000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","EUR","Euro","0","Units","2010","2010",62890100000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","EUR","Euro","0","Units","2010","2010",57167400000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","EUR","Euro","0","Units","2010","2010",55799800000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","EUR","Euro","0","Units","2010","2010",60083800000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","EUR","Euro","0","Units","2010","2010",60326700000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","EUR","Euro","0","Units","2010","2010",60479600000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","EUR","Euro","0","Units","2010","2010",64761100000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","EUR","Euro","0","Units","2010","2010",67451800000,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","EUR","Euro","0","Units","2010","2010",69330446241.6165,,
"GRC","Greece","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","EUR","Euro","0","Units","2010","2010",63616938889.9634,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,-1.59403901681521,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,-1.64508109735723,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,-2.38295173158294,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,-5.57377482743117,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,-10.3526144866718,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,-5.52091435083798,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,-3.23529710103275,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,-4.2771094104252,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,-9.57630125604539,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.0184712003201709,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,-2.38239767480695,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.37813527159653,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.50298749955609,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.01215719903678,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.14107061556239,,
"GRC","Greece","NLGXQ","General government primary balance as a percentage of GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,-4.84337299560289,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2010","2010",0.442225830293927,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2010","2010",-2.8272548160048,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2010","2010",-2.66126348658808,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2010","2010",0.319796661604436,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2010","2010",2.99452194012678,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2010","2010",1.90944023103489,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2010","2010",2.90928605494634,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2010","2010",3.23958347081571,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2010","2010",1.22610624425603,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2010","2010",-0.194207807428434,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2010","2010",0.860128468199243,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2010","2010",-0.65386415896394,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2010","2010",-0.146368048402286,,
"GRC","Greece","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2010","2010",1.45475101264884,,
